Wall time,Step,Value
1555360323.0954473,1113,0.0
1555611217.7426877,2182,0.03750000149011612
1555611817.771859,4502,0.0925000011920929
1555612422.3767822,6337,0.11999999731779099
1555613022.729293,8081,0.10249999910593033
1555613624.5967872,9850,0.07999999821186066
1555614222.4110906,11666,0.12999999523162842
1555614821.2536318,13752,0.16249999403953552
1555615421.302395,16053,0.12999999523162842
1555616022.172243,18397,0.20250000059604645
1555616622.1683116,20709,0.17749999463558197
1555617222.8982937,22996,0.2775000035762787
1555651172.4354892,25214,0.3362500071525574
1555651772.1316574,27555,0.35499998927116394
1555652372.337448,29848,0.35874998569488525
1555652972.7064989,32191,0.38374999165534973
1555653573.5368447,34492,0.4087499976158142
1555654173.7138257,36777,0.41624999046325684
1555654774.6243832,39120,0.4025000035762787
1555655374.8290808,41363,0.42750000953674316
1555655975.2960672,43670,0.42375001311302185
1555656575.3481233,46014,0.4325000047683716
1555657175.757104,48373,0.4375
1555658075.9076831,51950,0.4675000011920929
1555658676.153788,54263,0.4699999988079071
1555659576.325394,57787,0.4749999940395355
1555660176.8759606,60122,0.4762499928474426
1555660776.7822938,62469,0.4975000023841858
1555661377.1387253,64781,0.4937500059604645
1555661977.4386399,67094,0.5
1555662577.8465164,69393,0.5062500238418579
1555663178.5232778,71714,0.5012500286102295
1555663778.3748393,74025,0.5162500143051147
1555664378.808852,76270,0.512499988079071
1555664979.1593366,78559,0.5024999976158142
1555665579.7315845,80857,0.5362499952316284
1555666180.1403286,83155,0.5137500166893005
1555667079.9357803,86597,0.5099999904632568
1555667680.2836955,88914,0.5350000262260437
1555668280.4971428,91250,0.5337499976158142
1555668880.9847908,93573,0.5350000262260437
1555669481.553772,95899,0.5362499952316284
1555670083.1241872,98233,0.5350000262260437
1555670549.4153917,100000,0.5462499856948853
1555706199.7420106,101042,0.5687500238418579
1555706799.5521455,103333,0.5699999928474426
1555707399.5900192,105616,0.5600000023841858
1555707999.6914558,107921,0.5625
1555708600.1107974,110210,0.5525000095367432
1555709200.6841736,112508,0.5525000095367432
1555709800.9696624,114787,0.574999988079071
1555710401.2493398,117102,0.5612499713897705
1555711001.4639463,119392,0.5924999713897705
1555711602.1453397,121685,0.5887500047683716
1555712202.020176,123973,0.5874999761581421
1555712802.3969076,126243,0.5924999713897705
1555713402.5260024,128503,0.5799999833106995
1555714003.4509041,130812,0.6162499785423279
1555714603.7892096,133078,0.5899999737739563
1555715203.782636,135321,0.6000000238418579
1555715804.0617428,137607,0.5799999833106995
1555716404.4702458,139897,0.606249988079071
1555717004.739276,142187,0.6087499856948853
1555717605.7496672,144492,0.5962499976158142
1555718205.7104235,146786,0.5837500095367432
1555718806.47005,149083,0.6212499737739563
1555719406.3662014,151339,0.59375
1555720006.5066411,153600,0.612500011920929
1555720606.999624,155901,0.5899999737739563
1555721207.259892,158139,0.6100000143051147
1555721807.398583,160433,0.6112499833106995
1555722408.010248,162709,0.637499988079071
1555723007.687972,164963,0.6150000095367432
1555723608.6385398,167259,0.6075000166893005
1555724508.8238487,170665,0.6137499809265137
1555725109.1614132,172941,0.6200000047683716
1555725709.421604,175236,0.6337500214576721
1555726309.605136,177516,0.6324999928474426
1555726909.9584987,179782,0.6399999856948853
1555727510.7371838,182093,0.6287500262260437
1555728110.7660933,184409,0.6150000095367432
1555728711.3963041,186725,0.6387500166893005
1555729311.8263338,189006,0.6237499713897705
1555729912.2076082,191290,0.6324999928474426
1555730512.4547179,193553,0.6200000047683716
1555731112.8150501,195842,0.6187499761581421
1555731713.21778,198101,0.6312500238418579
1555732215.2306428,200000,0.6362500190734863
