Wall time,Step,Value
1555741071.659747,1074,0.0037499999161809683
1555741671.1307108,3388,0.029999999329447746
1555742271.677823,5741,0.06624999642372131
1555742872.3645816,8051,0.08124999701976776
1555743472.5756598,10361,0.10999999940395355
1555744073.3662758,12661,0.13750000298023224
1555744673.2138805,14981,0.1550000011920929
1555745273.8342648,17323,0.16500000655651093
1555745873.8209553,19619,0.16374999284744263
1555746474.3218005,21901,0.20499999821186066
1555747074.4599872,24186,0.20374999940395355
1555747674.5087996,26497,0.21875
1555748275.0317614,28736,0.22499999403953552
1555748875.3362832,31000,0.2524999976158142
1555749475.4057846,33336,0.25999999046325684
1555750076.0225055,35622,0.26750001311302185
1555750675.923151,37962,0.29499998688697815
1555751276.5455759,40259,0.33500000834465027
1555752176.7041807,43735,0.3149999976158142
1555752776.909763,46006,0.33000001311302185
1555753377.3501768,48300,0.3512499928474426
1555753977.5731542,50576,0.35374999046325684
1555754578.0523942,52906,0.3687500059604645
1555755178.127145,55207,0.3725000023841858
1555755778.476366,57523,0.3787499964237213
1555756378.9530222,59869,0.39375001192092896
1555756979.3147926,62179,0.4000000059604645
1555757579.78766,64492,0.42250001430511475
1555758179.8022082,66821,0.42250001430511475
1555758780.118217,69094,0.41999998688697815
1555759380.4551592,71406,0.4050000011920929
1555759980.8139153,73676,0.4449999928474426
1555760880.9389822,77133,0.42875000834465027
1555761481.3216236,79421,0.4375
1555762081.5232804,81745,0.4350000023841858
1555762681.9202266,84011,0.4650000035762787
1555763281.8117058,86313,0.44624999165534973
1555763882.3951142,88635,0.45875000953674316
1555764482.143419,90949,0.45625001192092896
1555765082.562069,93269,0.4712499976158142
1555765683.1909993,95586,0.4737499952316284
1555766283.7303274,97873,0.4737499952316284
1555766838.5652444,100000,0.4737499952316284
1555777468.4753983,101110,0.48750001192092896
1555778068.6351445,103429,0.4749999940395355
1555778668.7954783,105785,0.4975000023841858
1555779269.120263,108090,0.5012500286102295
1555779869.190384,110424,0.5
1555780469.135144,112769,0.4950000047683716
1555781070.1493297,115100,0.512499988079071
1555781670.3058028,117441,0.5087500214576721
1555782270.3534715,119802,0.5099999904632568
1555782870.5029142,122136,0.5112500190734863
1555783470.891589,124473,0.5012500286102295
1555784071.7306902,126778,0.5099999904632568
1555784671.818221,129122,0.5174999833106995
1555785571.8529818,132688,0.5137500166893005
1555786172.623679,135018,0.5362499952316284
1555786772.733474,137356,0.5062500238418579
1555787373.1393282,139709,0.5274999737739563
1555787973.4873707,142053,0.5375000238418579
1555788574.0374475,144369,0.5412499904632568
1555789174.0223248,146730,0.5350000262260437
1555789774.523559,149081,0.5375000238418579
1555790374.7014866,151442,0.5525000095367432
1555790975.0238507,153782,0.5425000190734863
1555791575.1136184,156126,0.5450000166893005
1555792175.3858964,158510,0.5562499761581421
1555793076.4359245,162013,0.5237500071525574
1555793976.426763,165564,0.5575000047683716
1555794576.8443449,167895,0.5475000143051147
1555795177.148017,170274,0.5450000166893005
1555795777.1616356,172618,0.5400000214576721
1555796377.6017716,174994,0.5562499761581421
1555796977.794816,177322,0.5450000166893005
1555797878.1322536,180886,0.5699999928474426
1555798478.417121,183176,0.5787500143051147
1555799078.6578205,185509,0.5674999952316284
1555799679.2037764,187896,0.5687500238418579
1555800279.6139235,190209,0.5762500166893005
1555800879.753775,192554,0.5625
1555801480.3328354,194872,0.5550000071525574
1555802080.2180333,197236,0.5787500143051147
1555802680.9044077,199602,0.5600000023841858
1555802793.0701241,200000,0.5699999928474426
