Wall time,Step,Value
1555807292.7404644,1092,0.023749999701976776
1555807893.0126407,3371,0.10999999940395355
1555808492.966611,5688,0.18000000715255737
1555809093.4678383,8077,0.2487500011920929
1555809693.9142466,10441,0.3174999952316284
1555810295.307696,12761,0.35749998688697815
1555810895.190339,15062,0.38499999046325684
1555811795.7183812,18596,0.4350000023841858
1555812395.7318459,20902,0.4424999952316284
1555812996.1754582,23192,0.45875000953674316
1555813596.4690459,25457,0.4749999940395355
1555814196.9429934,27737,0.5
1555814797.4995356,30083,0.5087500214576721
1555815397.517933,32378,0.4762499928474426
1555815999.031635,34683,0.5099999904632568
1555816598.799787,36992,0.5174999833106995
1555817199.2342248,39310,0.5425000190734863
1555817799.3056607,41645,0.5274999737739563
1555818399.5675085,43993,0.5400000214576721
1555819000.868644,46362,0.5575000047683716
1555819601.0359771,48691,0.5774999856948853
1555820201.270102,50998,0.581250011920929
1555820801.6616154,53305,0.5625
1555821401.8906295,55630,0.574999988079071
1555822002.1211812,57947,0.5924999713897705
1555822602.3399673,60240,0.5824999809265137
1555823202.565798,62560,0.5774999856948853
1555823803.4061642,64891,0.6012499928474426
1555824703.2870986,68410,0.5874999761581421
1555825303.5030687,70715,0.6025000214576721
1555825903.9353216,73018,0.6175000071525574
1555826504.1339135,75317,0.6012499928474426
1555827104.1443646,77685,0.6175000071525574
1555827704.936438,80022,0.6175000071525574
1555828305.0521479,82345,0.6150000095367432
1555828905.2169273,84656,0.6262500286102295
1555829505.6081262,86977,0.6187499761581421
1555830106.8822224,89275,0.6237499713897705
1555830707.7079034,91584,0.6362500190734863
1555831308.2762048,93908,0.643750011920929
1555831909.2609038,96220,0.6412500143051147
1555832509.764158,98521,0.6424999833106995
1555833110.8673563,100823,0.6537500023841858
1555833711.080262,103160,0.6399999856948853
1555834311.2311645,105490,0.6387500166893005
1555834911.785503,107763,0.6237499713897705
1555835812.2656744,111238,0.6487500071525574
1555836412.875916,113569,0.6499999761581421
1555837013.194687,115829,0.6524999737739563
1555837614.2644112,118109,0.6612499952316284
1555838214.5811608,120411,0.6637499928474426
1555839114.5728211,123944,0.6675000190734863
1555839714.885513,126285,0.6625000238418579
1555840315.1466784,128634,0.6337500214576721
1555840915.3731287,130920,0.6600000262260437
1555841515.5574572,133160,0.6587499976158142
1555842115.8504243,135458,0.6600000262260437
1555842715.7047722,137789,0.6399999856948853
1555843316.2818017,140062,0.6712499856948853
1555843916.1245365,142376,0.6537500023841858
1555844516.944369,144689,0.6637499928474426
1555845116.7400496,147060,0.6737499833106995
1555845717.0569034,149318,0.6787499785423279
1555846317.611168,151624,0.6800000071525574
1555846918.0899932,153893,0.6600000262260437
1555847518.1661918,156220,0.6524999737739563
1555848118.3404133,158547,0.6700000166893005
1555848718.5551424,160859,0.6850000023841858
1555849319.7257028,163179,0.6737499833106995
1555849920.0949757,165495,0.6637499928474426
1555850520.372627,167787,0.6862499713897705
1555851120.6111708,170099,0.6800000071525574
1555851721.0121226,172380,0.6787499785423279
1555852321.1485708,174662,0.6887500286102295
1555852921.6241271,176949,0.6762499809265137
1555853522.3591406,179274,0.6962500214576721
1555854122.4976766,181597,0.6862499713897705
1555854722.983387,183932,0.6949999928474426
1555855322.8843722,186276,0.6987500190734863
1555855923.161605,188595,0.706250011920929
1555856523.5472007,190874,0.6974999904632568
1555857124.0940628,193124,0.7049999833106995
1555857724.2320213,195398,0.6812499761581421
1555858324.506288,197722,0.6800000071525574
1555858925.8298135,199984,0.7037500143051147
1555858945.4940405,200000,0.6800000071525574
