Wall time,Step,Value
1557101494.5007184,1000,0.002797101391479373
1557101510.2161455,2000,0.003376811509951949
1557101525.9345345,3000,0.005269565153867006
1557101541.6666474,4000,0.012756521813571453
1557101557.9880686,5000,0.04523768275976181
1557101574.1859229,6000,0.09190434962511063
1557101589.9709094,7000,0.13171593844890594
1557101605.8204622,8000,0.16477102041244507
1557101621.5537603,9000,0.19547536969184875
1557101637.4301183,10000,0.2203449308872223
1557101653.226304,11000,0.23871304094791412
1557101669.1011775,12000,0.25814202427864075
1557101684.9462981,13000,0.2755478322505951
1557101700.8495326,14000,0.2911478281021118
1557101716.7595317,15000,0.30472174286842346
1557101732.9318752,16000,0.31813913583755493
1557101748.8276267,17000,0.3315623104572296
1557101764.6340961,18000,0.3433912992477417
1557101780.4826767,19000,0.356860876083374
1557101796.2656002,20000,0.36363768577575684
1557101812.124918,21000,0.3788376748561859
1557101827.9644928,22000,0.3861101567745209
1557101843.772994,23000,0.3980811536312103
1557101860.0908937,24000,0.40779420733451843
1557101876.2607343,25000,0.4147275388240814
1557101891.9880562,26000,0.4239652156829834
1557101907.824933,27000,0.4277275502681732
1557101923.5637,28000,0.43773043155670166
1557101939.4006364,29000,0.4432811737060547
1557101955.1432617,30000,0.44743478298187256
1557101971.000174,31000,0.4557304382324219
1557101986.7923248,32000,0.4603652060031891
1557102002.5915616,33000,0.46681737899780273
1557102018.6645775,34000,0.4686492681503296
1557102034.5131192,35000,0.47529855370521545
1557102050.4904957,36000,0.4807014465332031
1557102066.345165,37000,0.4829970896244049
1557102082.2207701,38000,0.48589274287223816
1557102097.9899523,39000,0.4924579858779907
1557102113.7089753,40000,0.49345216155052185
1557102129.5991313,41000,0.49825218319892883
1557102145.2833898,42000,0.4998956620693207
1557102161.134495,43000,0.505321741104126
1557102177.4873765,44000,0.5103681087493896
1557102193.3367255,45000,0.5113275647163391
1557102209.2284708,46000,0.5137391090393066
1557102225.063504,47000,0.5168086886405945
1557102240.894846,48000,0.5204695463180542
