Wall time,Step,Value
1557094342.5994794,1000,0.003573913127183914
1557094358.2221913,2000,0.00380289857275784
1557094374.061523,3000,0.004188405815511942
1557094389.8291302,4000,0.004530434962362051
1557094405.6769135,5000,0.0045913043431937695
1557094421.6828575,6000,0.004913043696433306
1557094437.4237323,7000,0.00508115952834487
1557094453.2150753,8000,0.005434782709926367
1557094468.8762727,9000,0.00559999980032444
1557094484.6520557,10000,0.0059014493599534035
1557094500.392604,11000,0.00620579719543457
1557094516.058087,12000,0.0066492753103375435
1557094531.7176063,13000,0.007026087027043104
1557094547.621784,14000,0.007649275474250317
1557094563.7839015,15000,0.009020289406180382
1557094579.488894,16000,0.01056811586022377
1557094595.51951,17000,0.01114202942699194
1557094611.3377225,18000,0.012605797499418259
1557094627.1223164,19000,0.015417391434311867
1557094642.8536165,20000,0.020356521010398865
1557094658.608658,21000,0.027202898636460304
1557094674.3479788,22000,0.03439420461654663
1557094690.0143607,23000,0.04173043370246887
1557094705.7555346,24000,0.05008695647120476
1557094721.4514356,25000,0.0585826076567173
1557094737.149943,26000,0.0706086978316307
1557094753.202227,27000,0.08270435035228729
1557094768.9598305,28000,0.09254492819309235
1557094785.114505,29000,0.10572464019060135
1557094800.8730655,30000,0.11426086723804474
1557094816.62005,31000,0.12583188712596893
1557094832.3702438,32000,0.13351593911647797
1557094848.0784054,33000,0.14409275352954865
1557094863.8183806,34000,0.14899130165576935
1557094879.5355763,35000,0.1595565229654312
1557094895.305383,36000,0.16669274866580963
1557094910.9869282,37000,0.17411014437675476
1557094926.7170646,38000,0.18128985166549683
1557094942.786625,39000,0.18603478372097015
1557094958.5211163,40000,0.19291014969348907
1557094974.50225,41000,0.19662028551101685
1557094990.208216,42000,0.20435942709445953
1557095005.9561737,43000,0.20918260514736176
1557095021.62059,44000,0.2132231891155243
1557095037.314372,45000,0.21947826445102692
1557095053.096009,46000,0.22419999539852142
1557095068.7785683,47000,0.22753913700580597
1557095084.5769744,48000,0.23295652866363525
1557095100.3612556,49000,0.23795072734355927
1557095116.1129286,50000,0.24175362288951874
1557095132.169601,51000,0.24678261578083038
1557095147.9396448,52000,0.25047826766967773
1557095163.961036,53000,0.25325506925582886
1557095179.616946,54000,0.256744921207428
1557095195.385889,55000,0.2626347839832306
1557095211.1383872,56000,0.2659246325492859
1557095226.9157712,57000,0.2681884169578552
1557095242.618162,58000,0.2745652198791504
1557095258.4501896,59000,0.2750203013420105
1557095274.386104,60000,0.2789246439933777
1557095290.1432893,61000,0.28251883387565613
1557095306.41246,62000,0.28688696026802063
1557095322.1298757,63000,0.28921738266944885
1557095337.8984601,64000,0.292898565530777
1557095353.6947215,65000,0.2955855131149292
1557095369.4314003,66000,0.29929274320602417
1557095385.2320764,67000,0.3019014596939087
1557095401.0196319,68000,0.3056376874446869
1557095416.7544186,69000,0.3070898652076721
