Wall time,Step,Value
1557268476.2537756,1000,0.023214492946863174
1557268543.6276002,2000,0.12035072594881058
1557268610.8020973,3000,0.2707652151584625
1557268678.0502548,4000,0.3384869694709778
1557268745.897361,5000,0.4005710184574127
1557268812.9055164,6000,0.43433043360710144
1557268880.9910028,7000,0.46524056792259216
1557268948.9334004,8000,0.48021450638771057
1557269016.9430144,9000,0.4998956620693207
1557269085.006035,10000,0.5143536329269409
1557269152.682115,11000,0.5244724750518799
1557269220.7664454,12000,0.5433623194694519
1557269288.5546792,13000,0.550788402557373
1557269356.3670027,14000,0.5591971278190613
1557269423.4741173,15000,0.5683072209358215
1557269491.4609046,16000,0.5707710385322571
1557269559.325626,17000,0.5757738947868347
1557269627.2905943,18000,0.5777767896652222
1557269694.6347847,19000,0.5912144780158997
1557269763.0141666,20000,0.5967420339584351
1557269830.7101488,21000,0.5999420285224915
1557269898.676263,22000,0.6066260933876038
1557269967.1256092,23000,0.6079217195510864
1557270034.5941494,24000,0.6065768003463745
1557270103.0822074,25000,0.6096521615982056
1557270171.2886581,26000,0.6156347990036011
1557270238.9891245,27000,0.6224753856658936
1557270307.345675,28000,0.6244666576385498
1557270375.3973618,29000,0.6238144636154175
1557270443.9275956,30000,0.6283971071243286
1557270511.8619506,31000,0.6289304494857788
1557270579.17397,32000,0.6206290125846863
1557270647.0992737,33000,0.6348869800567627
1557270715.0846205,34000,0.6370927691459656
1557270782.36559,35000,0.6377188563346863
1557270850.7128384,36000,0.6408724784851074
1557270918.0994327,37000,0.6430087089538574
1557270986.1583316,38000,0.6439333558082581
1557271054.4098153,39000,0.6444376707077026
1557271121.525243,40000,0.6406086683273315
1557271188.9318178,41000,0.6478000283241272
1557271257.2815344,42000,0.6498000025749207
1557271325.3178258,43000,0.6452434659004211
1557271393.4216118,44000,0.651162326335907
1557271461.5049667,45000,0.6505333185195923
1557271529.937785,46000,0.6563217639923096
1557271597.7532349,47000,0.6541362404823303
1557271665.7400925,48000,0.6561623215675354
1557271732.9259655,49000,0.6553014516830444
1557271800.9294095,50000,0.6570927500724792
1557271868.4531465,51000,0.6573391556739807
1557271936.7770834,52000,0.6582202911376953
1557272004.8462965,53000,0.6600260734558105
1557272072.5809703,54000,0.660084068775177
1557272140.6522212,55000,0.6637710332870483
1557272208.7811537,56000,0.6649681329727173
1557272276.7349026,57000,0.662553608417511
1557272344.0813766,58000,0.6661478281021118
1557272412.1257045,59000,0.6652811765670776
1557272480.4560306,60000,0.6647855043411255
1557272548.443736,61000,0.6666318774223328
1557272616.0985546,62000,0.670721709728241
1557272684.760532,63000,0.6702956557273865
1557272752.7483077,64000,0.6691043376922607
1557272820.273132,65000,0.6689333319664001
1557272888.391653,66000,0.6740086674690247
1557272957.1542633,67000,0.6691333055496216
1557273025.501518,68000,0.6717970967292786
1557273093.545241,69000,0.6714811325073242
1557273160.3728878,70000,0.6741565465927124
1557273227.1687353,71000,0.6771391034126282
1557273295.3600376,72000,0.6729188561439514
1557273363.4136765,73000,0.6774173974990845
1557273430.7836463,74000,0.6755275130271912
1557273498.9134376,75000,0.6787217259407043
1557273566.5257075,76000,0.6796231865882874
1557273633.2420635,77000,0.6769420504570007
1557273701.67381,78000,0.6783101558685303
1557273769.1179678,79000,0.6787101626396179
1557273836.9250731,80000,0.6791159510612488
1557273905.043693,81000,0.6788203120231628
1557273973.1046462,82000,0.6823159456253052
1557274040.9933188,83000,0.6812869310379028
1557274108.5454056,84000,0.6807014346122742
1557274176.5927556,85000,0.6846753358840942
1557274244.3377407,86000,0.6838173866271973
1557274312.3328564,87000,0.6840144991874695
1557274380.69058,88000,0.6831391453742981
1557274448.0517285,89000,0.6849797368049622
1557274515.740459,90000,0.6833536028862
